Latitude,Longitude,Instrument,UTC date,UTC time,Sun elevation,Sun azimuth,Sirius elevation,Rigel elevation,Betelgeuse elevation,Procyon elevation,Capella elevation,Arcturus elevation,Spica elevation,Vega elevation,Deneb elevation,Antares elevation,Altair elevation,Aldebaran elevation,Local sidereal time,Local apparent solar time,Local mean time,Moon elevation,Moon right ascension,Moon phase,Venus elevation,Venus right ascension,Venus phase,Mars elevation,Mars right ascension,Jupiter elevation,Jupiter right ascension,Saturn elevation,Saturn right ascension
39,-77,05/31/19,08/03/20,01:19,,,,,,,,49,19,72,49,24,41,,17:05,20:15,20:22,15,20:30,Full,,,,,,19,19:40,18,20:00
39,-77,08/28/19,08/08/20,20:06,48,250,,,,,,,,,,,,,12:25,15:10,15:14,,,,,,,,,,,,
39,-77,05/31/19,08/08/20,20:06,45,250,,,,,,,,,,,,,12:10,15:00,15:04,,,,,,,,,,,,
39,-77,08/28/19,08/09/20,01:55,,,,,,,,35,,68,58,20,54,,18:20,21:00,21:04,,,,,,,,,21,21:00,21,21:20
39,-77,05/31/19,08/09/20,01:55,,,,,,,,38,,80,60,21,51,,18:00,20:45,20:49,,,,,,,,,24,20:00,23,20:15
39,-78,08/28/19,08/09/20,18:59,60,310,,,,,,,,,,,,,10:50,13:30,13:34,,,,,,,,,,,,
39,-78,08/28/19,08/09/20,21:17,33,250,,,,,,,,,,,,,13:10,15:50,15:54,,,,,,,,,,,,
39,-78,05/31/19,08/09/20,23:23,8,,,,,,,,,,,,,,15:25,18:05,18:11,,,,,,,,,,,,
39,-78,05/31/19,08/10/20,00:51,,,,,,,,51,,68,47,,40,,16:50,19:30,19:36,,,,,,,,,21,19:00,16,19:50
39,-77,08/28/19,08/10/20,15:41,57,150,,,,,,,,,,,,,08:00,10:40,10:44,,,,,,,,,,,,
39,-77,05/31/19,08/10/20,15:41,58,130,,,,,,,,,,,,,07:45,10:25,10:29,,,,,,,,,,,,
39,-77,08/28/19,08/11/20,02:09,,,,,,,,28,,90,64,16,52,,18:10,20:55,21:00,,,,,,,,,25,20:00,25,20:00
39,-77,05/31/19,08/11/20,02:09,,,,,,,,33,,90,62,19,53,,18:20,21:00,21:04,,,,,,,,,28,19:00,28,19:00
39,-77,08/28/19,08/11/20,13:44,40,100,,,,,,,,,,,,,06:00,08:35,08:41,,,,,,,,,,,,
39,-77,05/31/19,08/11/20,13:44,39,105,,,,,,,,,,,,,05:55,08:30,08:35,,,,,,,,,,,,
39,-77,08/28/19,08/14/20,00:55,,,,,,,,43,15,72,53,21,47,,17:25,19:45,19:49,,,,,,,,,25,15:30,22,
39,-77,05/31/19,08/14/20,00:55,,,,,,,,44,15,72,51,23,43,,17:25,19:50,19:54,,,,,,,,,23,15:00,21,
39,-77,08/28/19,08/17/20,02:47,,,,,,,,22,,79,73,,58,,19:20,21:40,21:44,,,,,,,,,28,19:20,26,
39,-77,05/31/19,08/17/20,02:47,,,,,,,,21,,81,70,,56,,19:25,21:40,21:44,,,,,,,,,27,18:45,27,
39,-77,05/31/19,08/18/20,02:02,,,,,,,,,,90,66,,55,,18:35,20:45,20:49,,,,,,,,,25,20:10,26,
39,-77,05/31/19,08/21/20,00:41,,,,,,,,41,,76,55,22,45,,17:30,19:30,19:34,,,,,,,,,24,19:10,22,19:40
39,-77,05/31/19,08/23/20,16:44,61,175,,,,,,,,,,,,,10:10,11:50,11:54,,,,,,,,,,,,
39,-77,05/31/19,08/24/20,01:42,,,,,,,,29,,90,68,17,54,,18:45,20:40,20:44,,,,,,,,,27,18:10,26,
39,-77,05/31/19,08/25/20,01:14,,,,,,,,34,,90,64,18,52,,18:20,20:00,20:02,,,,,,,,,26,20:00,25,20:10
39,-77,05/31/19,08/27/20,01:18,,,,,,,,30,,90,67,,54,,18:35,20:15,20:17,23,16:50,Wax60,,,,,,26,20:30,26,20:30
39,-77,05/31/19,08/27/20,13:32,35,110,,,,,,,,,,,,,07:00,08:30,08:32,,,,,,,,,,,,
39,-77,05/31/19,08/28/20,13:45,35,110,,,,,,,,,,,,,07:00,08:30,08:32,,,,,,,,,,,,
39,-77,05/31/19,08/29/20,19:41,44,240,,,,,,,,,,,,,13:10,14:40,14:42,,,,,,,,,,,,
39,-77,05/31/19,08/30/20,17:37,59,200,,,,,,,,,,,,,11:15,12:40,12:42,,,,,,,,,,,,
39,-77,05/31/19,08/30/20,17:47,,,,,,,,,,,,,,,,,,,,,42,08:00,,,,,,,
39,-77,05/31/19,09/03/20,16:52,58,185,,,,,,,,,,,,,11:15,12:20,12:18,,,,,,,,,,,,
39,-77,05/31/19,09/04/20,12:44,22,100,,,,,,,,,,,,,06:25,07:30,07:28,,,,,,,,,,,,
39,-77,05/31/19,09/05/20,01:30,,,,,,,,,,81,72,,55,,19:25,20:20,20:18,,,,,,,,,26,18:30,28,19:00
39,-77,05/31/19,09/05/20,15:20,48,135,,,,,,,,,,,,,09:05,10:05,10:03,,,,,,,,,,,,
39,-77,05/31/19,09/06/20,16:20,58,180,,,,,,,,,,,,,11:00,12:00,11:58,,,,,,,,,,,,
39,-77,05/31/19,09/07/20,00:04,,,,,,,,37,,83,60,18,51,,18:05,19:05,19:03,,,,,,,,,26,19:10,24,20:00
39,-77,05/31/19,09/08/20,01:50,,,,,,,,,,73,77,,59,,19:55,20:50,20:48,,,,,,,,,26,18:20,28,19:20
39,-77,05/31/19,09/13/20,01:07,,,,,,,,,,76,77,,57,,19:40,20:15,20:11,,,,,,,,,27,18:50,29,19:30
39,-77,05/31/19,09/13/20,15:40,49,140,,,,,,,,,,,,,09:50,10:30,10:26,60,10:20,Wane10,60,10:30,50,,,,,,
39,-77,05/31/19,09/14/20,00:00,,,,,,,,30,,90,64,18,53,,18:40,19:10,19:06,,,,,,,,,27,20:15,25,21:00
39,-77,05/31/19,09/14/20,00:54,,,,,,,,,,79,72,,58,,19:45,20:15,20:09,,,,,,,,,26,18:40,27,19:00
39,-77,05/31/19,09/16/20,01:53,,,,,,,,,,64,81,,58,,20:45,21:05,20:59,,,,,,,,,23,18:50,,
39,-77,05/31/19,09/16/20,12:41,20,105,,,,,,,,,,,,,07:15,07:40,07:34,,,,,,,,,,,,
39,-77,05/31/19,09/17/20,00:20,,,,,,,,,,85,67,,57,,18:30,19:35,19:29,,,,,,,,,25,17:55,27,18:30
39,-77,05/31/19,09/18/20,16:03,50,165,,,,,,,,,,,,,11:05,11:20,11:15,,,,,,,,,,,,
39,-77,05/31/19,09/19/20,06:00,,,,16,,,40,,,21,43,,18,37,00:45,01:00,00:56,,,,,,,54,00:30,,,,
39,-77,05/31/19,09/19/20,15:36,48,150,,,,,,,,,,,,,10:30,10:40,10:34,,,,60,09:30,50,,,,,,
39,-77,05/31/19,09/19/20,23:36,,,,,,,,42,,86,63,17,53,,18:10,18:20,18:14,,,,,,,,,25,20:10,27,
39,-77,05/31/19,09/20/20,12:49,20,105,,,,,,,,,,,,,07:35,07:45,07:39,,,,,,,,,,,,
39,-77,05/31/19,09/21/20,14:41,40,130,,,,,,,,,,,,,09:35,09:45,09:39,,,,63,10:50,,,,,,,
39,-77,05/31/19,09/21/20,23:45,,,,,,,,27,,90,67,20,55,,18:50,19:00,18:54,19,16:00,Wax10,,,,,,27,18:30,30,19:40
39,-77,05/31/19,09/23/20,01:25,,,,,,,,,,66,83,,57,,20:40,20:40,20:36,,,,,,,16,01:35,25,19:00,28,19:40
39,-77,05/31/19,09/23/20,15:18,44,140,,,,,,,,,,,,,10:20,10:15,10:09,,,,,,,,,,,,
39,-77,05/31/19,09/24/20,00:13,,,,,,,,,,81,73,,69,,19:10,19:15,19:09,23,17:30,Wax50,,,,,,28,19:00,30,20:00
39,-77,05/31/19,09/29/20,00:12,,,,,,,,18,,77,77,,59,,19:45,19:25,19:15,21,23:50,Wax75,,,,,,27,19:00,29,19:30
39,-77,05/31/19,09/30/20,12:11,10,105,,,,,,,,,,,,,07:35,07:05,06:59,,,,,,,,,,,,
39,-77,05/31/19,09/30/20,17:40,47,210,,,,,,,,,,,,,13:50,13:20,13:15,,,,,,,,,,,,
39,-77,05/31/19,10/01/20,00:30,,,,,,,,,,73,79,,57,,20:10,19:40,19:34,20,00:40,Full,,,,,,24,18:40,29,19:45
39,-77,05/31/19,10/02/20,16:33,47,190,,,,,,,,,,,,,13:10,12:35,12:24,,,,,,,,,,,,
39,-77,05/31/19,10/02/20,23:51,,,,,,,,,,78,75,,56,,19:30,19:00,18:49,,,,,,,,,26,18:30,28,19:00
39,-77,05/31/19,10/03/20,15:37,42,150,,,,,,,,,,,,,11:10,10:30,10:19,,,,56,11:10,,,,,,,
39,-77,05/31/19,10/04/20,00:15,,,,,,,,,,70,79,,59,,20:25,19:45,19:34,,,,,,,,,25,18:30,28,19:30
39,-77,05/31/19,10/04/20,01:33,,,,,,,11,,,56,77,,51,,21:40,21:00,21:49,19,03:25,,,,,25,02:20,21,19:20,25,19:50
39,-77,05/31/19,10/06/20,00:33,,,,,,,,,,66,80,,57,,20:50,20:00,19:48,,,,,,,,,,,,
39,-77,05/31/19,10/06/20,12:51,18,115,,,,,,,,,,,,,08:50,08:00,07:48,,,,,,,,,,,,
39,-77,05/31/19,10/06/20,23:31,,,,,,,,19,,78,75,,58,,19:40,18:45,18:33,,,,,,,,,26,18:40,28,19:00
39,-77,05/31/19,10/07/20,01:37,,,,,,,,,,53,77,,53,,21:50,21:00,20:48,,,,,,,27,02:15,19,19:20,23,19:50
39,-77,05/31/19,10/08/20,12:47,16,115,,,,,,,,,,,,,08:50,07:50,07:38,,,,,,,,,,,,
39,-77,05/31/19,10/09/20,01:14,,,,,,,11,,,58,79,,54,,21:20,20:25,20:13,,,,,,,22,02:10,22,19:20,24,19:30
39,-77,05/31/19,10/13/20,19:26,31,220,,,,,,,,,,,,,15:35,14:20,14:06,,,,,,,,,,,,
39,-77,05/31/19,10/14/20,02:28,,,,,,,,,,40,64,,37,,23:10,21:55,21:40,,,,,,,39,02:30,9,19:20,14,19:50
39,-77,05/31/19,10/14/20,14:15,29,130,,,,,,,,,,,,,10:40,09:20,09:04,,,,,,,,,,,,
39,-77,05/31/19,10/14/20,17:47,41,205,,,,,,,,,,,,,14:10,12:55,12:39,39,11:20,Wane05,32,10:20,,,,,,,
39,-77,05/31/19,10/17/20,15:29,38,160,,,,,,,,,,,,,12:25,11:00,10:45,,,,,,,,,,,,
39,-77,05/31/19,10/17/20,15:46,40,160,,,,,,,,,,,,,12:50,11:20,11:05,,,,51,10:50,,,,,,,
39,-77,05/31/19,10/17/20,23:48,,,,,,,,,,65,78,,56,,20:55,19:20,19:05,,,,,,,15,02:10,24,19:20,27,19:40
39,-77,05/31/19,10/18/20,16:02,40,160,,,,,,,,,,,,,12:45,11:07,10:52,,,,,,,,,,,,
39,-77,05/31/19,10/23/20,00:33,,,,,,,,,,55,76,,51,,21:40,19:55,19:39,20,19:30,,,,,30,01:35,20,19:10,22,19:30
39,-77,05/31/19,10/26/20,23:37,,,,,,,,,,63,81,,54,,21:05,19:00,18:44,29,20:00,Wax60,,,,23,01:35,23,19:10,26,19:40
39,-77,05/31/19,11/02/20,13:43,20,130,,,,,,,,,,,,,11:20,08:50,08:36,,,,,,,,,,,,
39,-77,05/31/19,11/03/20,01:30,,,,,,,25,,,35,60,,33,18,23:30,20:55,20:39,20,04:50,Wane90,,,,46,03:00,,,,
39,-77,05/31/19,11/03/20,23:00,,,,,,,,,,64,81,,56,,21:00,18:25,18:09,,,,,,,24,01:20,24,19:15,26,19:30
39,-77,05/31/19,11/04/20,03:00,,,,13,15,,40,,,22,42,,,,00:55,22:15,21:59,31,05:05,Wane90,,,,53,00:25,,,,
39,-77,05/31/19,11/04/20,16:00,33,160,,,,,,,,,,,,,13:35,11:00,10:44,,,,,,,,,,,,
39,-77,05/31/19,11/05/20,14:34,26,140,,,,,,,,,,,,,12:20,09:40,09:24,,,,,,,,,,,,
39,-77,05/31/19,11/05/20,18:50,29,210,,,,,,,,,,,,,16:35,13:50,13:36,,,,,,,,,,,,
39,-77,05/31/19,11/05/20,23:37,,,,,,,,,,54,75,,51,,21:40,19:00,18:44,,,,,,,41,23:55,21,19:25,23,19:40
39,-77,05/31/19,11/06/20,16:17,35,180,,,,,,,,,,,,,14:45,12:05,11:50,,,,,,,,,,,,
39,-77,05/31/19,11/06/20,22:55,,,,,,,,,,60,80,,54,,21:20,18:35,18:20,,,,,,,25,01:40,25,19:40,25,19:50
39,-77,05/31/19,11/07/20,13:24,16,125,,,,,,,,,,,,,11:20,08:40,08:24,47,08:25,Wane60,,,,,,,,,
39,-77,05/31/19,11/08/20,15:22,31,155,,,,,,,,,,,,,13:35,10:40,10:25,32,,Wane50,,,,,,,,,
39,-77,05/31/19,11/09/20,13:54,20,145,,,,,,,,,,,,,12:05,09:05,08:50,55,10:30,Wane40,45,12:15,60,,,,,,
39,-77,05/31/19,11/10/20,01:28,,,,,,,30,,,32,54,,29,23,23:50,20:45,20:30,,,,,,,49,02:00,,,,
39,-77,05/31/19,11/13/20,23:56,,,,,,,18,,,43,69,,40,,22:50,19:30,19:14,,,,,,,39,02:00,,,,
39,-77,05/31/19,11/14/20,21:19,5,240,,,,,,,,,,,,,19:50,16:30,16:14,,,,,,,,,,,,
39,-77,05/31/19,11/16/20,13:45,16,130,,,,,,,,,,,,,12:20,08:55,08:40,,,,,,,,,,,,
39,-77,05/31/19,11/16/20,17:50,30,200,,,,,,,,,,,,,16:40,13:10,12:55,,,,20,12:30,,,,,,,
39,-77,05/31/19,11/17/20,00:20,,,,,,,22,,,37,62,,37,15,23:10,19:40,19:25,,,,,,,45,01:50,,,,
39,-77,05/31/19,11/17/20,15:10,27,155,,,,,,,,,,,,,13:50,10:20,10:05,,,,,,,,,,,,
39,-77,05/31/19,11/18/20,23:06,,,,,,,,,,69,,,,,20:35,17:00,16:45,26,19:20,Wax10,,,,,,,,,
39,-77,05/31/19,11/18/20,23:38,,,,,,,11,,,55,77,,51,,21:40,18:05,17:50,20,19:20,Wax10,,,,32,01:30,25,19:50,26,20:00
39,-77,05/31/19,11/19/20,13:56,18,135,,,,,,,,,,,,,12:40,09:05,08:51,,,,,,,,,,,,
39,-77,05/31/19,11/20/20,14:04,20,140,,,,,,,,,,,,,13:05,09:20,09:06,,,,,,,,,,,,
39,-77,05/31/19,11/21/20,02:09,,,,14,16,,44,,,17,40,,,37,01:00,21:15,21:01,,,,,,,55,03:00,,,,
39,-77,05/31/19,11/23/20,13:48,17,135,,,,,,,,,,,,,12:50,09:00,08:47,,,,,,,,,,,,
39,-77,05/31/19,11/23/20,18:37,26,205,,,,,,,,,,,,,17:40,13:45,13:03,,,,,,,,,,,,
39,-77,05/31/19,11/24/20,01:56,,,,13,17,,40,,,,40,,,35,00:55,21:00,21:47,38,23:05,Wax60,,,,52,00:30,,,,
39,-77,05/31/19,11/24/20,13:41,16,135,,,,,,,,,,,,,12:55,08:55,08:43,,,,,,,,,,,,
39,-77,05/31/19,11/25/20,13:25,12,130,,,,,,,,,,,,,12:35,08:30,08:17,,,,,,,,,,,,
39,-77,05/31/19,11/26/20,15:55,28,165,,,,,,,,,,,,,15:10,11:05,10:53,,,,,,,,,,,,
39,-77,05/31/19,11/26/20,18:18,28,200,,,,,,,,,,,,,17:20,13:15,13:02,,,,22,15:15,,,,,,,
39,-77,05/31/19,11/26/20,23:38,,,,,,,22,,,40,64,,36,15,23:00,18:45,18:32,37,02:30,Wax75,,,,46,01:20,,,,
39,-77,05/31/19,11/27/20,01:40,,,,13,16,,41,,,19,42,,,38,00:50,20:40,20:27,54,02:50,Wax75,,,,56,00:45,,,,
39,-77,05/31/19,11/28/20,15:07,25,155,,,,,,,,,,,,,14:45,10:25,10:13,,,,,,,,,,,,
39,-77,05/31/19,11/28/20,15:26,26,,,,,,,,,,,,,,15:00,10:40,10:38,,,,35,14:30,75,,,,,,
39,-77,05/31/19,11/29/20,14:45,22,145,,,,,,,,,,,,,14:15,09:55,09:43,,,,,,,,,,,,
39,-77,05/31/19,12/03/20,02:09,,,,21,24,,50,,,,32,,,47,01:40,21:00,20:20,25,06:30,Wane80,,,,55,00:55,,,,
39,-77,05/31/19,12/06/20,15:08,24,155,,,,,,,,,,,,,15:15,10:25,10:16,,,,,,,,,,,,
39,-77,05/31/19,12/06/20,23:31,,,,,,,19,,,44,66,,41,9,22:40,17:45,17:36,,,,,,,44,01:00,21,20:10,22,20:15
39,-77,05/31/19,12/07/20,01:46,,,,19,24,,50,,,,33,,,44,01:40,20:45,20:36,,,,,,,55,00:50,,,,
39,-77,05/31/19,12/08/20,14:42,21,145,,,,,,,,,,,,,14:50,09:50,09:41,35,12:00,Wane50,33,15:00,,,,,,,
39,-77,05/31/19,12/08/20,22:46,,,,,,,21,,,41,63,,38,11,23:05,18:00,17:51,,,,,,,43,01:55,16,20:00,16,20:00
39,-77,05/31/19,12/09/20,00:29,,,,10,11,,37,,,23,44,,18,32,00:35,19:45,19:36,,,,,,,54,00:35,,,,
39,-77,05/31/19,12/09/20,02:36,,,10,29,36,14,61,,,,24,,,55,02:45,21:40,21:31,,,,,,,50,01:00,,,,
39,-77,05/31/19,12/11/20,01:51,,,,27,29,,54,,,,30,,,51,02:20,21:10,21:01,,,,,,,54,01:10,,,,
39,-77,05/31/19,12/13/20,19:04,18,215,,,,,,,,,,,,,20:00,14:35,14:24,,,,,,,,,,,,
39,-77,05/31/19,12/14/20,00:39,,,,12,16,,42,,,17,38,,,38,01:40,19:55,19:46,,,,,,,57,01:10,,,,
39,-77,05/31/19,12/17/20,16:57,28,180,,,,,,,,,,,,,17:45,12:00,12:00,,,,,,,,,,,,
39,-77,05/31/19,12/20/20,16:34,28,175,,,,,,,,,,,,,18:10,11:55,11:53,,,,,,,,,,,,
39,-77,05/31/19,12/20/20,20:22,14,225,,,,,,,,,,,,,21:20,15:20,15:18,,,,,,,,,,,,
39,-77,05/31/19,12/21/20,16:28,27,190,,,,,,,,,,,,,18:40,12:45,12:42,,,,,,,,,,,,
39,-77,05/31/19,12/22/20,23:06,,,,,,,35,,,26,49,,23,27,00:25,18:20,18:18,48,23:40,Wax55,,,,56,00:40,9,20:20,9,20:20
39,-77,05/31/19,12/26/20,15:21,23,155,,,,,,,,,,,,,16:40,10:20,10:20,,,,,,,,,,,,
39,-77,05/31/19,12/27/20,15:33,24,155,,,,,,,,,,,,,17:00,10:30,10:30,,,,,,,,,,,,
39,-77,05/31/19,12/28/20,23:30,,,,13,14,,42,,,20,42,,,36,01:10,18:35,18:35,29,05:40,Wax97,,,,60,02:00,,,,
39,-77,05/31/19,12/29/20,15:52,26,160,,,,,,,,,,,,,17:20,10:45,10:45,,,,,,,,,,,,
39,-77,05/31/19,12/29/20,22:30,,,,,,,33,,,30,52,,25,26,00:05,17:30,17:30,9,06:20,Full,,,,54,01:50,10,20:10,10,20:10
39,-77,05/31/19,12/30/20,02:27,,,21,37,48,29,74,,,,,,,66,03:55,21:20,21:20,53,06:20,Full,,,,45,01:30,,,,
39,-77,05/31/19,01/02/21,15:56,26,160,,,,,,,,,,,,,17:40,10:50,10:50,,,,,,,,,,,,
39,-77,05/31/19,01/07/21,14:44,18,140,,,,,,,,,,,,,16:40,09:20,09:26,,,,,,,,,,,,
39,-77,05/31/19,01/08/21,01:50,,,23,37,49,28,72,,,,,,,64,03:50,20:30,20:36,,,,,,,51,01:50,,,,
39,-77,05/31/19,01/09/21,13:51,12,130,,,,,,,,,,,,,16:00,08:35,08:43,,,,,,,,,,,,
39,-77,05/31/19,01/09/21,17:50,28,185,,,,,,,,,,,,,20:15,12:50,12:58,,,,,,,,,,,,
39,-77,05/31/19,01/10/21,19:03,24,210,,,,,,,,,,,,,21:25,13:55,14:01,,,,,,,,,,,,
39,-77,05/31/19,01/12/21,02:00,,,22,40,51,33,77,,,,,,,67,04:15,20:40,20:48,,,,,,,48,01:10,,,,
39,-77,05/31/19,01/12/21,14:16,15,135,,,,,,,,,,,,,16:30,08:50,08:58,,,,,,,,,,,,
39,-77,05/31/19,01/12/21,23:16,,,,22,25,,48,,,,,,,46,01:40,18:00,18:08,,,,,,,63,02:05,,,,
39,-77,05/31/19,01/18/21,16:14,28,160,,,,,,,,,,,,,18:50,10:45,10:55,,,,,,,,,,,,
39,-77,05/31/19,01/20/21,01:00,,,20,37,46,28,71,,,,,,,64,03:40,19:30,19:41,,,,,,,56,02:00,,,,
39,-77,05/31/19,01/20/21,14:05,15,135,,,,,,,,,,,,,16:55,08:45,08:56,,,,,,,,,,,,
39,-77,05/31/19,01/21/21,15:25,24,150,,,,,,,,,,,,,18:15,10:00,10:11,,,,,,,,,,,,
39,-77,05/31/19,01/22/21,01:44,,,26,41,55,38,79,,,,,,,66,04:35,20:15,20:26,52,02:20,Wax60,,,,45,02:00,,,,
39,-77,05/31/19,01/23/21,16:48,31,170,,,,,,,,,,,,,19:50,11:30,11:42,,,,,,,,,,,,
39,-77,05/31/19,01/24/21,16:45,31,170,,,,,,,,,,,,,19:50,11:25,11:37,,,,,,,,,,,,
39,-77,05/31/19,01/30/21,16:58,32,175,,,,,,,,,,,,,20:30,11:40,11:53,,,,,,,,,,,,
39,-77,05/31/19,02/05/21,14:13,18,135,,,,,,,,,,,,,18:25,09:05,09:19,,,,,,,,,,,,
39,-77,05/31/19,02/06/21,03:57,,,31,29,47,55,58,9,,,,,,39,08:00,22:40,22:54,,,,,,,19,02:50,,,,
39,-77,05/31/19,02/07/21,23:12,,,16,34,43,21,65,,,,20,,,62,03:15,17:50,18:04,,,,,,,66,02:40,,,,
39,-77,05/31/19,02/08/21,13:49,16,135,,,,,,,,,,,,,18:20,08:55,09:09,,,,,,,,,,,,
39,-77,05/31/19,02/09/21,00:48,,,28,41,54,40,82,,,,,,,65,04:50,19:15,19:29,,,,,,,53,02:30,,,,
39,-77,05/31/19,02/09/21,15:53,32,155,,,,,,,,,,,,,20:05,10:30,10:42,,,,,,,,,,,,
39,-77,05/31/19,02/17/21,02:00,,,33,37,54,50,70,,,,,,,51,07:10,21:05,21:19,16,01:50,Wax20,,,,39,03:30,,,,
39,-77,05/31/19,02/17/21,13:55,19,125,,,,,,,,,,,,,18:35,08:30,08:44,,,,,,,,,,,,
39,-77,05/31/19,02/20/21,16:44,39,165,,,,,,,,,,,,,21:40,11:20,11:34,,,,,,,,,,,,
39,-77,05/31/19,02/21/21,01:17,,,32,40,56,49,74,,,,,,,57,06:15,20:00,20:14,64,04:40,Wax40,,,,46,03:20,,,,
39,-77,05/31/19,02/21/21,15:37,18,120,,,,,,,,,,,,,18:35,08:20,08:34,,,,,,,,,,,,
39,-77,05/31/19,02/22/21,01:08,,,33,,,,,,,,,,,,06:00,19:45,19:59,74,06:00,Wax50,,,,,,,,,
39,-77,05/31/19,02/23/21,15:33,34,145,,,,,,,,,,,,,20:30,10:05,10:19,,,,,,,,,,,,
39,-77,05/31/19,02/24/21,02:55,,,32,28,46,54,57,10,,,,,,37,08:05,21:35,21:49,73,08:00,Wax70,,,,27,03:40,,,,
39,-77,05/31/19,02/24/21,14:27,26,130,,,,,,,,,,,,,19:40,09:05,09:19,,,,,,,,,,,,
39,-77,05/31/19,02/25/21,02:09,,,32,33,51,53,65,,,,,,,45,07:35,21:00,21:14,65,08:30,Wax80,,,,35,03:30,,,,
39,-77,05/31/19,02/25/21,13:50,22,120,,,,,,,,,,,,,19:05,08:30,08:44,,,,,,,,,,,,
39,-77,05/31/19,03/02/21,13:47,24,125,,,,,,,,,,,,,19:30,08:35,08:47,,,,,,,,,,,,
39,-77,05/31/19,03/03/21,01:07,,,33,39,55,53,72,,,,,,,52,06:50,19:50,20:02,,,,,,,46,03:40,,,,
39,-77,05/31/19,03/03/21,14:32,29,130,,,,,,,,,,,,,20:05,09:00,09:12,,,,,,,,,,,,
39,-77,05/31/19,03/04/21,14:38,31,130,,,,,,,,,,,,,20:25,09:20,09:32,,,,,,,,,,,,
39,-77,05/31/19,03/05/21,14:52,34,135,,,,,,,,,,,,,20:40,09:35,09:47,,,,,,,,,,,,
39,-77,05/31/19,03/06/21,01:57,,,31,29,47,56,59,,,,,,,41,08:10,21:00,21:12,,,,,,,35,04:00,,,,
39,-77,05/31/19,03/06/21,15:16,37,140,,,,,,,,,,,,,21:05,09:55,10:07,,,,,,,,,,,,
39,-77,05/31/19,03/07/21,16:04,42,155,,,,,,,,,,,,,21:55,10:40,10:52,,,,,,,,,,,,
39,-77,05/31/19,03/08/21,02:51,,,25,20,38,52,49,19,9,,,,,28,09:00,21:40,21:52,,,,,,,24,04:00,,,,
39,-77,05/31/19,03/08/21,17:44,45,195,,,,,,,,,,,,,00:10,12:55,13:07,,,,,,,,,,,,
39,-77,05/31/19,03/09/21,14:50,35,130,,,,,,,,,,,,,20:55,09:35,09:46,,,,,,,,,,,,
39,-77,05/31/19,03/11/21,14:46,35,130,,,,,,,,,,,,,21:00,09:30,09:41,,,,,,,,,,,,
39,-77,05/31/19,03/14/21,15:24,41,140,,,,,,,,,,,,,21:50,10:05,10:15,,,,,,,,,,,,
39,-77,05/31/19,03/15/21,00:24,,,33,37,55,53,68,,,,,,,53,06:55,19:15,19:25,,,,,,,52,04:05,,,,
39,-77,05/31/19,03/20/21,13:48,28,120,,,,,,,,,,,,,20:35,08:35,08:43,,,,,,,,,,,,
39,-77,05/31/19,03/26/21,16:23,50,155,,,,,,,,,,,,,23:10,10:50,10:56,,,,,,,,,,,,
39,-77,05/31/19,03/29/21,13:25,27,100,,,,,,,,,,,,,20:45,08:10,08:16,,,,,,,,,,,,
39,-77,05/31/19,03/30/21,01:23,,,26,21,39,51,50,17,8,,,,,21,08:50,20:15,20:20,7,14:00,Full,,,,37,05:00,,,,
39,-77,05/31/19,03/30/21,12:37,18,100,,,,,,,,,,,,,20:00,07:20,07:25,,,,,,,,,,,,
39,-77,05/31/19,04/02/21,13:18,29,110,,,,,,,,,,,,,21:00,08:10,08:12,,,,,,,,,,,,
39,-77,05/31/19,04/03/21,13:34,30,110,,,,,,,,,,,,,21:10,08:20,08:22,12,17:55,Wane50,,,,,,,,,
39,-77,05/31/19,04/04/21,13:53,35,110,,,,,,,,,,,,,21:45,08:45,08:47,16,18:50,Wane40,,,,,,,,,
39,-77,05/31/19,04/05/21,02:30,,,,,21,39,36,35,23,,,,,,10:20,21:25,21:27,,,,,,,,,,,,
39,-77,05/31/19,04/05/21,13:06,26,105,,,,,,,,,,,,,20:55,08:00,08:03,27,19:50,Wane30,,,,,,,,,
39,-77,05/31/19,04/07/21,11:49,12,80,,,,,,,,,,,,,19:40,06:40,06:43,,,,,,,,,,,,
39,-77,05/31/19,04/11/21,15:41,55,145,,,,,,,,,,,,,00:00,10:35,10:37,,,,,,,,,,,,
39,-77,05/31/19,04/15/21,11:51,13,90,,,,,,,,,,,,,20:10,06:40,06:40,,,,,,,,,,,,
39,-77,05/31/19,04/16/21,00:22,,,27,20,38,49,49,19,,,,,,,09:00,19:20,19:20,29,04:25,Wax10,,,,,,,,,
39,-77,05/31/19,04/16/21,12:45,25,95,,,,,,,,,,,,,21:15,07:35,07:35,,,,,,,,,,,,
39,-77,05/31/19,04/17/21,14:00,40,110,,,,,,,,,,,,,22:40,08:50,08:50,,,,,,,,,,,,
39,-77,05/31/19,04/18/21,14:24,45,120,,,,,,,,,,,,,23:10,09:25,09:25,,,,,,,,,,,,
39,-77,05/31/19,04/20/21,01:00,,,18,,28,45,41,28,16,,,,,,09:55,20:00,20:00,62,08:20,Wax45,,,,,,,,,
39,-77,05/31/19,04/20/21,11:50,15,90,,,,,,,,,,,,,20:40,06:50,06:50,,,,,,,,,,,,
39,-77,05/31/19,04/22/21,01:47,,,10,,17,35,41,34,27,,,,,,10:40,20:40,20:40,64,09:20,Wax60,,,,,,,,,
